# Assembly Statistics Report
# Assembly name:  ASM1088v1
# Organism name:  Acetobacter pasteurianus IFO 3283-22 (a-proteobacteria)
# Infraspecific name:  strain=IFO 3283 substr. IFO 3283-22
# Taxid:          634455
# BioSample:      SAMD00060946
# BioProject:     PRJDA31135
# Submitter:      Acetobacter pasteurianus genome sequencing consortium
# Date:           2009-08-26
# Assembly type:  na
# Release type:   major
# Assembly level: Complete Genome
# Genome representation: full
# GenBank assembly accession: GCA_000010885.1
# RefSeq assembly accession: GCF_000010885.1
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000010895.1	GCF_000010895.1	Primary Assembly
#
# Statistic Types
# Statistic	Description
# component-count	Number of unique components
# molecule-count	Number of chromosomes and plasmids in full assembly
# region-count	Number of genomic regions defined in full assembly
# scaffold-L50	Number of scaffolds that are longer than, or equal to, the N50 length
# scaffold-N50	Scaffold length at which 50% of total bases in assembly are in scaffolds of that length or greater
# scaffold-N75	Scaffold length at which 75% of total bases in assembly are in contigs of that length or greater
# scaffold-N90	scaffold length at which 90% of total bases in assembly are in contigs of that length or greater
# scaffold-count	Number of scaffolds
# spanned-gaps	Number of spanned gaps. Spanned gaps are gaps within a scaffold
# top-level-count	Number of chromosomes or plasmids, unplaced/unlocalized scaffolds, alt-loci scaffolds, and patch scaffolds
# total-gap-length	Total length of gaps
# total-length	Total sequence length including bases and gaps
# ungapped-length	Total length excluding gaps
# unspanned-gaps	Number of unspanned gaps. Unspanned gaps are gaps between scaffolds
#
# Sequence-type Description
# all	statistic covers all the sequences in the unit-assembly and molecule(s) specified.
# molecule	statistic covers the specified molecule. molecule-name and molecule-type/loc will be given.
# unlocalized	statistic covers the sequences assigned to a molecule but with no position. molecule-name and molecule-type/loc will be given.
# unplaced	statistic covers the sequences not assigned to any molecule in the assembly.
#
# unit-name	molecule-name	molecule-type/loc	sequence-type	statistic	value
Primary Assembly	na	Chromosome	assembled-molecule	scaffold-count	1
Primary Assembly	na	Chromosome	assembled-molecule	scaffold-N50	2907267
Primary Assembly	na	Chromosome	assembled-molecule	spanned-gaps	0
Primary Assembly	na	Chromosome	assembled-molecule	unspanned-gaps	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	total-length	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	ungapped-length	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	scaffold-count	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	pAPA22-010	Plasmid	all	total-length	191427
Primary Assembly	pAPA22-010	Plasmid	all	ungapped-length	191427
Primary Assembly	pAPA22-010	Plasmid	all	scaffold-count	1
Primary Assembly	pAPA22-010	Plasmid	all	scaffold-N50	191427
Primary Assembly	pAPA22-010	Plasmid	all	spanned-gaps	0
Primary Assembly	pAPA22-010	Plasmid	all	unspanned-gaps	0
Primary Assembly	pAPA22-010	Plasmid	assembled-molecule	total-length	191427
Primary Assembly	pAPA22-010	Plasmid	assembled-molecule	ungapped-length	191427
Primary Assembly	pAPA22-010	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	pAPA22-010	Plasmid	assembled-molecule	scaffold-N50	191427
Primary Assembly	pAPA22-010	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	pAPA22-010	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	pAPA22-010	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	pAPA22-010	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	pAPA22-010	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	pAPA22-010	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	pAPA22-010	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	pAPA22-010	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	pAPA22-020	Plasmid	all	total-length	182940
Primary Assembly	pAPA22-020	Plasmid	all	ungapped-length	182940
Primary Assembly	pAPA22-020	Plasmid	all	scaffold-count	1
Primary Assembly	pAPA22-020	Plasmid	all	scaffold-N50	182940
Primary Assembly	pAPA22-020	Plasmid	all	spanned-gaps	0
Primary Assembly	pAPA22-020	Plasmid	all	unspanned-gaps	0
Primary Assembly	pAPA22-020	Plasmid	assembled-molecule	total-length	182940
Primary Assembly	pAPA22-020	Plasmid	assembled-molecule	ungapped-length	182940
Primary Assembly	pAPA22-020	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	pAPA22-020	Plasmid	assembled-molecule	scaffold-N50	182940
Primary Assembly	pAPA22-020	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	pAPA22-020	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	pAPA22-020	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	pAPA22-020	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	pAPA22-020	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	pAPA22-020	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	pAPA22-020	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	pAPA22-020	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	pAPA22-030	Plasmid	all	total-length	49961
Primary Assembly	pAPA22-030	Plasmid	all	ungapped-length	49961
Primary Assembly	pAPA22-030	Plasmid	all	scaffold-count	1
Primary Assembly	pAPA22-030	Plasmid	all	scaffold-N50	49961
Primary Assembly	pAPA22-030	Plasmid	all	spanned-gaps	0
Primary Assembly	pAPA22-030	Plasmid	all	unspanned-gaps	0
Primary Assembly	pAPA22-030	Plasmid	assembled-molecule	total-length	49961
Primary Assembly	pAPA22-030	Plasmid	assembled-molecule	ungapped-length	49961
Primary Assembly	pAPA22-030	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	pAPA22-030	Plasmid	assembled-molecule	scaffold-N50	49961
Primary Assembly	pAPA22-030	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	pAPA22-030	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	pAPA22-030	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	pAPA22-030	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	pAPA22-030	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	pAPA22-030	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	pAPA22-030	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	pAPA22-030	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	pAPA22-040	Plasmid	all	total-length	3204
Primary Assembly	pAPA22-040	Plasmid	all	ungapped-length	3204
Primary Assembly	pAPA22-040	Plasmid	all	scaffold-count	1
Primary Assembly	pAPA22-040	Plasmid	all	scaffold-N50	3204
Primary Assembly	pAPA22-040	Plasmid	all	spanned-gaps	0
Primary Assembly	pAPA22-040	Plasmid	all	unspanned-gaps	0
Primary Assembly	pAPA22-040	Plasmid	assembled-molecule	total-length	3204
Primary Assembly	pAPA22-040	Plasmid	assembled-molecule	ungapped-length	3204
Primary Assembly	pAPA22-040	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	pAPA22-040	Plasmid	assembled-molecule	scaffold-N50	3204
Primary Assembly	pAPA22-040	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	pAPA22-040	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	pAPA22-040	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	pAPA22-040	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	pAPA22-040	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	pAPA22-040	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	pAPA22-040	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	pAPA22-040	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	pAPA22-050	Plasmid	all	total-length	3035
Primary Assembly	pAPA22-050	Plasmid	all	ungapped-length	3035
Primary Assembly	pAPA22-050	Plasmid	all	scaffold-count	1
Primary Assembly	pAPA22-050	Plasmid	all	scaffold-N50	3035
Primary Assembly	pAPA22-050	Plasmid	all	spanned-gaps	0
Primary Assembly	pAPA22-050	Plasmid	all	unspanned-gaps	0
Primary Assembly	pAPA22-050	Plasmid	assembled-molecule	total-length	3035
Primary Assembly	pAPA22-050	Plasmid	assembled-molecule	ungapped-length	3035
Primary Assembly	pAPA22-050	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	pAPA22-050	Plasmid	assembled-molecule	scaffold-N50	3035
Primary Assembly	pAPA22-050	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	pAPA22-050	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	pAPA22-050	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	pAPA22-050	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	pAPA22-050	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	pAPA22-050	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	pAPA22-050	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	pAPA22-050	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	pAPA22-060	Plasmid	all	total-length	1815
Primary Assembly	pAPA22-060	Plasmid	all	ungapped-length	1815
Primary Assembly	pAPA22-060	Plasmid	all	scaffold-count	1
Primary Assembly	pAPA22-060	Plasmid	all	scaffold-N50	1815
Primary Assembly	pAPA22-060	Plasmid	all	spanned-gaps	0
Primary Assembly	pAPA22-060	Plasmid	all	unspanned-gaps	0
Primary Assembly	pAPA22-060	Plasmid	assembled-molecule	total-length	1815
Primary Assembly	pAPA22-060	Plasmid	assembled-molecule	ungapped-length	1815
Primary Assembly	pAPA22-060	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	pAPA22-060	Plasmid	assembled-molecule	scaffold-N50	1815
Primary Assembly	pAPA22-060	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	pAPA22-060	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	pAPA22-060	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	pAPA22-060	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	pAPA22-060	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	pAPA22-060	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	pAPA22-060	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	pAPA22-060	Plasmid	unlocalized-scaffold	unspanned-gaps	0
