# Assembly Statistics Report
# Assembly name:  ASM893435v1
# Organism name:  Staphylococcus aureus (firmicutes)
# Infraspecific name:  strain=ER04013.3
# Taxid:          1280
# BioSample:      SAMN09484035
# BioProject:     PRJNA470993
# Submitter:      Icahn School of Medicine
# Date:           2019-10-10
# Assembly type:  na
# Release type:   major
# Assembly level: Complete Genome
# Genome representation: full
# Assembly method: HGAP v. 2.2.0
# Expected final version: yes
# Genome coverage: 296.360967216x
# Sequencing technology: PacBio
# Excluded from RefSeq: from large multi-isolate project
# GenBank assembly accession: GCA_008934355.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_008934365.1		Primary Assembly
#
# Statistic Types
# Statistic	Description
# component-count	Number of unique components
# contig-L50	Number of contigs that are longer than, or equal to, the N50 length
# contig-N50	Contig length at which 50% of total bases in assembly are in contigs of that length or greater
# contig-count	Number of contigs
# molecule-count	Number of chromosomes and plasmids in full assembly
# region-count	Number of genomic regions defined in full assembly
# scaffold-L50	Number of scaffolds that are longer than, or equal to, the N50 length
# scaffold-N50	Scaffold length at which 50% of total bases in assembly are in scaffolds of that length or greater
# scaffold-N75	Scaffold length at which 75% of total bases in assembly are in contigs of that length or greater
# scaffold-N90	scaffold length at which 90% of total bases in assembly are in contigs of that length or greater
# scaffold-count	Number of scaffolds
# spanned-gaps	Number of spanned gaps. Spanned gaps are gaps within a scaffold
# top-level-count	Number of chromosomes or plasmids, unplaced/unlocalized scaffolds, alt-loci scaffolds, and patch scaffolds
# total-gap-length	Total length of gaps
# total-length	Total sequence length including bases and gaps
# ungapped-length	Total length excluding gaps
# unspanned-gaps	Number of unspanned gaps. Unspanned gaps are gaps between scaffolds
#
# Sequence-type Description
# all	statistic covers all the sequences in the unit-assembly and molecule(s) specified.
# molecule	statistic covers the specified molecule. molecule-name and molecule-type/loc will be given.
# unlocalized	statistic covers the sequences assigned to a molecule but with no position. molecule-name and molecule-type/loc will be given.
# unplaced	statistic covers the sequences not assigned to any molecule in the assembly.
#
# unit-name	molecule-name	molecule-type/loc	sequence-type	statistic	value
Primary Assembly	na	Chromosome	assembled-molecule	scaffold-N50	2840211
Primary Assembly	na	Chromosome	assembled-molecule	spanned-gaps	0
Primary Assembly	na	Chromosome	assembled-molecule	unspanned-gaps	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	total-length	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	ungapped-length	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	scaffold-count	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	na	Chromosome	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	unnamed1	Plasmid	all	total-length	35675
Primary Assembly	unnamed1	Plasmid	all	ungapped-length	35675
Primary Assembly	unnamed1	Plasmid	all	scaffold-count	1
Primary Assembly	unnamed1	Plasmid	all	scaffold-N50	35675
Primary Assembly	unnamed1	Plasmid	all	spanned-gaps	0
Primary Assembly	unnamed1	Plasmid	all	unspanned-gaps	0
Primary Assembly	unnamed1	Plasmid	assembled-molecule	total-length	35675
Primary Assembly	unnamed1	Plasmid	assembled-molecule	ungapped-length	35675
Primary Assembly	unnamed1	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	unnamed1	Plasmid	assembled-molecule	scaffold-N50	35675
Primary Assembly	unnamed1	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	unnamed1	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	unnamed1	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	unnamed1	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	unnamed1	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	unnamed1	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	unnamed1	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	unnamed1	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	unnamed2	Plasmid	all	total-length	8041
Primary Assembly	unnamed2	Plasmid	all	ungapped-length	8041
Primary Assembly	unnamed2	Plasmid	all	scaffold-count	1
Primary Assembly	unnamed2	Plasmid	all	scaffold-N50	8041
Primary Assembly	unnamed2	Plasmid	all	spanned-gaps	0
Primary Assembly	unnamed2	Plasmid	all	unspanned-gaps	0
Primary Assembly	unnamed2	Plasmid	assembled-molecule	total-length	8041
Primary Assembly	unnamed2	Plasmid	assembled-molecule	ungapped-length	8041
Primary Assembly	unnamed2	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	unnamed2	Plasmid	assembled-molecule	scaffold-N50	8041
Primary Assembly	unnamed2	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	unnamed2	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	unnamed2	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	unnamed2	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	unnamed2	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	unnamed2	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	unnamed2	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	unnamed2	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	unnamed3	Plasmid	all	total-length	24661
Primary Assembly	unnamed3	Plasmid	all	ungapped-length	24661
Primary Assembly	unnamed3	Plasmid	all	scaffold-count	1
Primary Assembly	unnamed3	Plasmid	all	scaffold-N50	24661
Primary Assembly	unnamed3	Plasmid	all	spanned-gaps	0
Primary Assembly	unnamed3	Plasmid	all	unspanned-gaps	0
Primary Assembly	unnamed3	Plasmid	assembled-molecule	total-length	24661
Primary Assembly	unnamed3	Plasmid	assembled-molecule	ungapped-length	24661
Primary Assembly	unnamed3	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	unnamed3	Plasmid	assembled-molecule	scaffold-N50	24661
Primary Assembly	unnamed3	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	unnamed3	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	unnamed3	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	unnamed3	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	unnamed3	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	unnamed3	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	unnamed3	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	unnamed3	Plasmid	unlocalized-scaffold	unspanned-gaps	0
