# Assembly Statistics Report
# Assembly name:  ASM1388533v1
# Organism name:  Escherichia coli (E. coli)
# Infraspecific name:  strain=RHB23-C04
# Taxid:          562
# BioSample:      SAMN15148211
# BioProject:     PRJNA605147
# Submitter:      The REHAB Consortium
# Date:           2020-07-29
# Assembly type:  na
# Release type:   major
# Assembly level: Complete Genome
# Genome representation: full
# Assembly method: Unicycler v. v0.4.7
# Expected final version: yes
# Genome coverage: 127.582362447169x
# Sequencing technology: Hybrid: Illumina and OXFORD_NANOPORE
# Excluded from RefSeq: from large multi-isolate project
# GenBank assembly accession: GCA_013885335.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_013885385.1		Primary Assembly
#
# Statistic Types
# Statistic	Description
# component-count	Number of unique components
# contig-L50	Number of contigs that are longer than, or equal to, the N50 length
# contig-N50	Contig length at which 50% of total bases in assembly are in contigs of that length or greater
# contig-count	Number of contigs
# molecule-count	Number of chromosomes and plasmids in full assembly
# region-count	Number of genomic regions defined in full assembly
# scaffold-L50	Number of scaffolds that are longer than, or equal to, the N50 length
# scaffold-N50	Scaffold length at which 50% of total bases in assembly are in scaffolds of that length or greater
# scaffold-N75	Scaffold length at which 75% of total bases in assembly are in contigs of that length or greater
# scaffold-N90	scaffold length at which 90% of total bases in assembly are in contigs of that length or greater
# scaffold-count	Number of scaffolds
# spanned-gaps	Number of spanned gaps. Spanned gaps are gaps within a scaffold
# top-level-count	Number of chromosomes or plasmids, unplaced/unlocalized scaffolds, alt-loci scaffolds, and patch scaffolds
# total-gap-length	Total length of gaps
# total-length	Total sequence length including bases and gaps
# ungapped-length	Total length excluding gaps
# unspanned-gaps	Number of unspanned gaps. Unspanned gaps are gaps between scaffolds
#
# Sequence-type Description
# all	statistic covers all the sequences in the unit-assembly and molecule(s) specified.
# molecule	statistic covers the specified molecule. molecule-name and molecule-type/loc will be given.
# unlocalized	statistic covers the sequences assigned to a molecule but with no position. molecule-name and molecule-type/loc will be given.
# unplaced	statistic covers the sequences not assigned to any molecule in the assembly.
#
# unit-name	molecule-name	molecule-type/loc	sequence-type	statistic	value
Primary Assembly	na	Chromosome	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	pRHB23-C04_2	Plasmid	all	total-length	109433
Primary Assembly	pRHB23-C04_2	Plasmid	all	ungapped-length	109433
Primary Assembly	pRHB23-C04_2	Plasmid	all	scaffold-count	1
Primary Assembly	pRHB23-C04_2	Plasmid	all	scaffold-N50	109433
Primary Assembly	pRHB23-C04_2	Plasmid	all	spanned-gaps	0
Primary Assembly	pRHB23-C04_2	Plasmid	all	unspanned-gaps	0
Primary Assembly	pRHB23-C04_2	Plasmid	assembled-molecule	total-length	109433
Primary Assembly	pRHB23-C04_2	Plasmid	assembled-molecule	ungapped-length	109433
Primary Assembly	pRHB23-C04_2	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	pRHB23-C04_2	Plasmid	assembled-molecule	scaffold-N50	109433
Primary Assembly	pRHB23-C04_2	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	pRHB23-C04_2	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	pRHB23-C04_2	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	pRHB23-C04_2	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	pRHB23-C04_2	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	pRHB23-C04_2	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	pRHB23-C04_2	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	pRHB23-C04_2	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	pRHB23-C04_3	Plasmid	all	total-length	6930
Primary Assembly	pRHB23-C04_3	Plasmid	all	ungapped-length	6930
Primary Assembly	pRHB23-C04_3	Plasmid	all	scaffold-count	1
Primary Assembly	pRHB23-C04_3	Plasmid	all	scaffold-N50	6930
Primary Assembly	pRHB23-C04_3	Plasmid	all	spanned-gaps	0
Primary Assembly	pRHB23-C04_3	Plasmid	all	unspanned-gaps	0
Primary Assembly	pRHB23-C04_3	Plasmid	assembled-molecule	total-length	6930
Primary Assembly	pRHB23-C04_3	Plasmid	assembled-molecule	ungapped-length	6930
Primary Assembly	pRHB23-C04_3	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	pRHB23-C04_3	Plasmid	assembled-molecule	scaffold-N50	6930
Primary Assembly	pRHB23-C04_3	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	pRHB23-C04_3	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	pRHB23-C04_3	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	pRHB23-C04_3	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	pRHB23-C04_3	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	pRHB23-C04_3	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	pRHB23-C04_3	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	pRHB23-C04_3	Plasmid	unlocalized-scaffold	unspanned-gaps	0
Primary Assembly	pRHB23-C04_4	Plasmid	all	total-length	4721
Primary Assembly	pRHB23-C04_4	Plasmid	all	ungapped-length	4721
Primary Assembly	pRHB23-C04_4	Plasmid	all	scaffold-count	1
Primary Assembly	pRHB23-C04_4	Plasmid	all	scaffold-N50	4721
Primary Assembly	pRHB23-C04_4	Plasmid	all	spanned-gaps	0
Primary Assembly	pRHB23-C04_4	Plasmid	all	unspanned-gaps	0
Primary Assembly	pRHB23-C04_4	Plasmid	assembled-molecule	total-length	4721
Primary Assembly	pRHB23-C04_4	Plasmid	assembled-molecule	ungapped-length	4721
Primary Assembly	pRHB23-C04_4	Plasmid	assembled-molecule	scaffold-count	1
Primary Assembly	pRHB23-C04_4	Plasmid	assembled-molecule	scaffold-N50	4721
Primary Assembly	pRHB23-C04_4	Plasmid	assembled-molecule	spanned-gaps	0
Primary Assembly	pRHB23-C04_4	Plasmid	assembled-molecule	unspanned-gaps	0
Primary Assembly	pRHB23-C04_4	Plasmid	unlocalized-scaffold	total-length	0
Primary Assembly	pRHB23-C04_4	Plasmid	unlocalized-scaffold	ungapped-length	0
Primary Assembly	pRHB23-C04_4	Plasmid	unlocalized-scaffold	scaffold-count	0
Primary Assembly	pRHB23-C04_4	Plasmid	unlocalized-scaffold	scaffold-N50	0
Primary Assembly	pRHB23-C04_4	Plasmid	unlocalized-scaffold	spanned-gaps	0
Primary Assembly	pRHB23-C04_4	Plasmid	unlocalized-scaffold	unspanned-gaps	0
